participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.time_for_initial_decision,player.time_for_decision_when_disagreement_occurred,player.intermediary_payoff,player.written_outcome,player.initial_decision,player.phrase,player.sentence,player.senses,player.decision,group.id_in_subsession,group.is_initial_agreement,group.is_eventual_agreement,group.is_golden_label,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,tw74rorl,00020551b2--62a70d8ecd14e60843e78e37,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:43.510453+00:00,1,,,30,1,,10,197.068497,99.266039,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,12,0,1,,5,v8jw39uu,,,,,0
12,279d0sem,00020551b2--62a70d95552bd0485174af98,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:43.921804+00:00,1,,,60,1,,10,196.053285,98.304262,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,7,0,1,,5,v8jw39uu,,,,,0
13,pvtljswc,00020551b2--62a70d95598d17774f254226,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:45.910364+00:00,1,,,50,1,,10,,98.405846,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,5,1,1,,5,v8jw39uu,,,,,0
14,8eabaeoj,00020551b2--62a70d97e3af0f15c4b93a1f,0,95,95,last,Last,2022-06-13 10:12:46.434830+00:00,1,,,36,2,,10,,15.628084,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,5,1,1,,5,v8jw39uu,,,,,0
15,bclront8,00020551b2--62a70d946c08bd0cc60e0356,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:47.918474+00:00,1,,,53,2,,3,291.634806,39.406082,3,Your team eventually reached an agreement,1,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,7,0,1,,5,v8jw39uu,,,,,0
16,qle1y5e1,00020551b2--62a70d9473c63f3d1e230585,0,95,95,last,Last,2022-06-13 10:12:47.804604+00:00,1,,,40,3,,10,,91.667232,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,4,1,1,,5,v8jw39uu,,,,,0
17,iams0aoo,00020551b2--62a70d99450a60329403123f,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:49.100502+00:00,1,,,40,1,,10,,98.663269,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,4,1,1,,5,v8jw39uu,,,,,0
18,jt4q5kny,00020551b2--62a70d9b305db237b24019d2,0,1,95,intro_matcher,Intro,2022-06-13 10:12:50.221459+00:00,1,,,0,18,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
19,twn9fb4m,00020551b2--62a70d9973c63f3d1e230594,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:50.520395+00:00,1,,,80,1,,10,,98.049046,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,6,1,1,,5,v8jw39uu,,,,,0
20,b1cz8e00,00020551b2--62a70d8f059cac0e9377c349,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:53.233784+00:00,1,,,70,1,,10,,91.828596,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,8,1,1,,5,v8jw39uu,,,,,0
21,6ivnoczu,00020551b2--62a70d9d305db237b24019dd,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:53.392902+00:00,1,,,80,2,,10,,98.170364,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,6,1,1,,5,v8jw39uu,,,,,0
22,1e9fragw,00020551b2--62a70d92276629520ee30bd2,0,95,95,last,Last,2022-06-13 10:12:57.793744+00:00,1,,,53,3,,0,59.535563,36.419131,0,Your team disagrees,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,1,10,0,0,,5,v8jw39uu,,,,,0
23,mfwbhe8j,13800773d2--60l59L59695667983UO17rs3,0,1,95,intro_matcher,Intro,2022-06-13 10:13:04.282305+00:00,1,,,0,23,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
24,a9ef39uv,00020551b2--62a70da10b8a5816989b1351,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:01.842300+00:00,1,,,70,2,,10,,98.289058,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,8,1,1,,5,v8jw39uu,,,,,0
25,sghkmgy7,00020551b2--62a70d9302e0db560185727c,0,1,95,intro_matcher,Intro,2022-06-13 10:13:01.931196+00:00,1,,,0,25,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
26,uacdg9di,00020551b2--62a70d9e6c08bd0cc60e03b6,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:03.260038+00:00,1,,,23,2,,3,232.462032,29.140249,3,Your team eventually reached an agreement,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,12,0,1,,5,v8jw39uu,,,,,0
27,drll18h9,00020551b2--62a70da7c6f5d259c540359a,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:06.434827+00:00,1,,,70,3,,10,,98.416353,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,8,1,1,,5,v8jw39uu,,,,,0
28,tj9eap24,00020551b2--62a70da4f47dc619007228c6,0,95,95,last,Last,2022-06-13 10:13:08.465520+00:00,1,,,45,3,,3,114.511927,70.642348,3,Your team eventually reached an agreement,0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,2,14,0,1,,5,v8jw39uu,,,,,0
29,wwmxiren,00020551b2--62a70d91521e6373d2aeca32,0,95,95,last,Last,2022-06-13 10:13:10.081237+00:00,1,,,3,1,,0,72.070541,14.102631,0,Your team disagrees,0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,2,9,0,0,,5,v8jw39uu,,,,,0
30,sfccokok,00020551b2--62a70d884f0ede6bfabded34,0,95,95,last,Last,2022-06-13 10:13:11.752566+00:00,1,,,36,1,,3,258.219561,20.43213,3,Your team eventually reached an agreement,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,13,0,1,,5,v8jw39uu,,,,,0
31,f8d4gvps,00020551b2--62a70dacda9c6a5d5a4f2be8,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:12.370736+00:00,1,,,60,3,,10,207.33955,98.400128,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,7,0,1,,5,v8jw39uu,,,,,0
32,7yty41jr,00020551b2--62a70daec6f5d259c54035e0,0,95,95,last,Last,2022-06-13 10:13:14.844192+00:00,1,,,53,1,,0,50.493237,25.361469,0,Your team disagrees,0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,2,10,0,0,,5,v8jw39uu,,,,,0
33,38tdh1io,00020551b2--62a70da6f47dc619007228f7,0,95,95,last,Last,2022-06-13 10:13:15.809634+00:00,1,,,3,2,,0,63.29789,51.225707,0,Your team disagrees,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,9,0,0,,5,v8jw39uu,,,,,0
34,4g0beedo,00020551b2--62a70d8d4ad5fb122b867998,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:17.477785+00:00,1,,,50,2,,10,195.501921,97.626242,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,13,0,1,,5,v8jw39uu,,,,,0
35,17ajo6f1,00020551b2--62a70d9e1f3bd04c6955426e,0,95,95,last,Last,2022-06-13 10:13:18.105017+00:00,1,,,53,2,,0,57.986145,9.835715,0,Your team disagrees,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,10,0,0,,5,v8jw39uu,,,,,0
36,kzlwe574,00020551b2--62a70daf73c63f3d1e23063e,0,95,95,last,Last,2022-06-13 10:13:19.271437+00:00,1,,,23,3,,3,262.876631,43.406315,3,Your team eventually reached an agreement,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,12,0,1,,5,v8jw39uu,,,,,0
37,yketsy3q,00020551b2--62a70daa16ae3d133961f26e,0,95,95,last,Last,2022-06-13 10:13:22.985707+00:00,1,,,10,3,,0,65.68008,20.523378,0,Your team disagrees,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,2,9,0,0,,5,v8jw39uu,,,,,0
38,n0kgqe99,00020551b2--62a70d776bcc931cf0a107c7,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:23.576189+00:00,1,,,60,1,,10,,97.551658,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,11,1,1,,5,v8jw39uu,,,,,0
39,7bhm6yjf,13800773d2--60l59LDL69nO6Z983021Z94f,0,1,95,intro_matcher,Intro,2022-06-13 10:13:28.231097+00:00,1,,,0,39,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
40,kmdosfa1,00020551b2--62a70db8037a785545296a9d,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:29.996572+00:00,1,,,60,2,,10,,97.034844,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,11,1,1,,5,v8jw39uu,,,,,0
41,0wymj3xg,00020551b2--62a70dbdcf7868165793eb5c,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:30.440582+00:00,1,,,50,3,,10,219.851449,97.545652,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,13,0,1,,5,v8jw39uu,,,,,0
42,c6hrzzaz,00020551b2--62a70db6c6f5d259c5403609,0,95,95,last,Last,2022-06-13 10:13:31.578695+00:00,1,,,66,1,,10,110.122914,28.245089,10,"Your team agrees with you, congratulations!",2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,2,14,0,1,,5,v8jw39uu,,,,,0
43,ckgsrx9v,00020551b2--62a70daaf10f623a73c3a087,0,2,95,matcher,FirstWP,2022-06-13 10:13:32.638373+00:00,1,,,0,43,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
44,px7fovuk,00020551b2--62a70dbb4f0ede6bfabdef18,0,95,95,last,Last,2022-06-13 10:13:32.820570+00:00,1,,,60,2,,0,92.482058,44.260742,0,Your team disagrees,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,1,15,0,0,,5,v8jw39uu,,,,,0
45,47ztl1u0,00020551b2--62a70d9dec4826102d0852b3,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:34.029273+00:00,1,,,60,3,,10,,6.137128,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,11,1,1,,5,v8jw39uu,,,,,0
46,uxj1cwd9,00020551b2--62a70d9bf47dc619007228a2,0,95,95,last,Last,2022-06-13 10:13:37.378751+00:00,1,,,53,1,,0,67.11657,35.528139,0,Your team disagrees,1,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,15,0,0,,5,v8jw39uu,,,,,0
47,e6i5hr4i,00020551b2--62a70db5305db237b2401ae7,0,95,95,last,Last,2022-06-13 10:13:42.356615+00:00,1,,,60,3,,0,86.476058,69.241749,0,Your team disagrees,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,1,15,0,0,,5,v8jw39uu,,,,,0
48,5dw26fpk,00020551b2--62a70dd1b86eb76a54bb472a,0,95,95,last,Last,2022-06-13 10:13:43.226869+00:00,1,,,59,2,,3,109.362594,63.244102,3,Your team eventually reached an agreement,1,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,2,14,0,1,,5,v8jw39uu,,,,,0
49,alwof86v,00020551b2--62a70d99a9641b6ee1f5e6f4,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:52.367975+00:00,1,,,50,3,,10,220.639786,99.294392,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,17,0,1,,5,v8jw39uu,,,,,0
50,u0d5od3g,00020551b2--62a70dc37381995fb9911f36,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:55.555321+00:00,1,,,40,1,,0,204.237055,47.618158,0,Your team disagrees,0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,1,16,0,0,,5,v8jw39uu,,,,,0
51,psn8k6zm,00020551b2--62a70dbaf10f623a73c3a192,0,95,95,last,Last,2022-06-13 10:13:59.178409+00:00,1,,,29,2,,3,217.711585,57.125213,3,Your team eventually reached an agreement,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,17,0,1,,5,v8jw39uu,,,,,0
52,t2sm9gb5,00020551b2--62a70dd2da9c6a5d5a4f2eec,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:07.123478+00:00,1,,,40,2,,0,225.229678,28.157053,0,Your team disagrees,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,1,16,0,0,,5,v8jw39uu,,,,,0
53,5i7f6vwh,00020551b2--62a70dbe059cac0e9377c592,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:07.916850+00:00,1,,,40,3,,0,193.983584,96.681455,0,Your team disagrees,0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,16,0,0,,5,v8jw39uu,,,,,0
54,3z2amo0d,00020551b2--62a70dc2da9c6a5d5a4f2d36,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:14.457219+00:00,1,,,43,3,,0,209.213505,26.929021,0,Your team disagrees,0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,1,18,0,0,,5,v8jw39uu,,,,,0
55,s2efj5h6,00020551b2--62a70dfc3e4bbc46d7b6420a,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:27.853780+00:00,1,,,50,1,,0,196.125931,99.550363,0,Your team disagrees,0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,18,0,0,,5,v8jw39uu,,,,,0
56,6sb9bf96,00020551b2--62a70da0111d247825ed62d2,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:37.793095+00:00,1,,,60,2,,10,206.001416,97.255404,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,19,0,1,,5,v8jw39uu,,,,,0
57,891f8adi,00020551b2--62a70d987381995fb9911d69,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:41.544927+00:00,1,,,60,1,,10,195.524533,97.22688,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,19,0,1,,5,v8jw39uu,,,,,0
58,1q2fc52f,00020551b2--62a70e12e3af0f15c4b93e5a,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:48.965714+00:00,1,,,50,1,,10,193.846631,96.007635,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,17,0,1,,5,v8jw39uu,,,,,0
59,0x43kvlb,00020551b2--62a70e12598d17774f2549dd,0,95,95,last,Last,2022-06-13 10:14:50.148599+00:00,1,,,46,3,,3,218.261745,30.642211,3,Your team eventually reached an agreement,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,19,0,1,,5,v8jw39uu,,,,,0
60,x9hjgeqd,00020551b2--62a70e20276629520ee31c47,0,92,95,wsd_app,FinalResults,2022-06-13 10:15:02.841005+00:00,1,,,43,2,,0,206.845105,23.625254,0,Your team disagrees,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,18,0,0,,5,v8jw39uu,,,,,0
61,98yz5q6m,00020551b2--62a70e2c4743eb3092494571,0,94,95,last,BlockedByOther,2022-06-13 10:15:21.555576+00:00,1,,,0,61,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
62,yrgu65yb,00020551b2--62a70e3ff82b486934b4148e,0,92,95,wsd_app,FinalResults,2022-06-13 10:15:41.143827+00:00,1,,,70,2,,10,,99.022917,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,21,1,1,,5,v8jw39uu,,,,,0
63,2zms96nz,00020551b2--62a70e753f40b64178aa38fd,0,95,95,last,Last,2022-06-13 10:16:46.500135+00:00,1,,,43,3,,0,113.489262,85.471838,0,Your team disagrees,1,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,2,20,0,0,,5,v8jw39uu,,,,,0
64,5f63ufca,00020551b2--62a70ea6276629520ee32c59,0,95,95,last,Last,2022-06-13 10:17:31.288762+00:00,1,,,43,1,,0,165.711781,30.944569,0,Your team disagrees,2,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,2,20,0,0,,5,v8jw39uu,,,,,0
65,1pfst8hc,00020551b2--62a70ec2f10f623a73c3ae1e,0,95,95,last,Last,2022-06-13 10:17:56.129898+00:00,1,,,43,2,,0,97.41297,77.585847,0,Your team disagrees,0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,1,20,0,0,,5,v8jw39uu,,,,,0
66,r2ivckf6,00020551b2--62a70ec94743eb3092494924,0,92,95,wsd_app,FinalResults,2022-06-13 10:18:09.856606+00:00,1,,,70,1,,10,,99.100068,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,21,1,1,,5,v8jw39uu,,,,,0
67,yk70t7il,00020551b2--62a70eefc6f5d259c5403ffb,0,92,95,wsd_app,FinalResults,2022-06-13 10:18:34.373019+00:00,1,,,70,3,,10,,99.132286,10,"Your team agrees with you, congratulations!",0,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,0,21,1,1,,5,v8jw39uu,,,,,0
68,02kfpswg,00020551b2--62a70ef8111d247825ed736b,0,94,95,last,BlockedByOther,2022-06-13 10:19:17.314154+00:00,1,,,0,68,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
69,bb55yfe5,00020551b2--62a70e7d037a78554529741b,0,94,95,last,BlockedByOther,2022-06-13 10:20:06.566644+00:00,1,,,0,69,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
70,iq5zqx9a,,0,0,95,,,,0,,,0,70,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
71,fjdmbels,,0,0,95,,,,0,,,0,71,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
72,9a8t9nv5,,0,0,95,,,,0,,,0,72,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
73,hwi782ma,,0,0,95,,,,0,,,0,73,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
74,qv5lbygv,,0,0,95,,,,0,,,0,74,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
75,e5lhj78a,,0,0,95,,,,0,,,0,75,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
76,6bf0cyqk,,0,0,95,,,,0,,,0,76,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
77,eevjjbpn,,0,0,95,,,,0,,,0,77,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
78,wa4o6yls,,0,0,95,,,,0,,,0,78,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
79,8yffde5v,,0,0,95,,,,0,,,0,79,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
80,3w6wig2k,,0,0,95,,,,0,,,0,80,,0,,,,,,equity,Whether they are or are not underpaid is a problem of equity; it is not an educational problem.,the difference between the market value of a property and the claims held against it;;the ownership interest of shareholders in a corporation;;conformity with rules or standards,,1,,,,5,v8jw39uu,,,,,0
